,Name,Platform,Play Score,Game Score,Critic Score
9318,The Spatials: Galactology,PC,7.26,7.59,6.93
9319,MVP Baseball 2005,PC,7.82,7.59,8.04
9320,Defiance,PC,6.99,7.59,6.4
9321,This Is the Police 2,PC,7.36,7.59,7.12
9322,Street Fighter IV,PC,8.17,7.59,8.74
9323,Game of Thrones - A Telltale Games Series,PC,7.21,7.59,6.82
9324,HITMAN 2,PS4,7.94,7.59,8.29
9325,Anomaly: Warzone Earth,PS3,7.7,7.59,7.81
9326,Teslagrad,Xbox One,7.44,7.59,7.28
9327,Saints Row: Gat out of Hell,Xbox One,7.28,7.59,6.96
9328,Bethesda Pinball,iOS,7.24,7.59,6.88
9329,Miasmata,PC,7.6,7.59,7.62
9330,1979 Revolution: Black Friday,PC,7.63,7.59,7.67
9331,Gang Beasts,Xbox One,7.18,7.59,6.78
9332,Wizardry: Labyrinth of Lost Souls,PC,6.58,7.59,5.58
9333,Get Even,PC,7.42,7.59,7.26
9334,Hello Neighbor,iOS,7.21,7.59,6.83
9335,EVE Echoes,iOS,7.88,7.59,8.18
9336,Big Pharma,PC,7.49,7.58,7.39
9337,Bokida - Heartfelt Reunion,PC,7.35,7.58,7.11
9338,World of Tanks,PC,7.7,7.58,7.82
9339,I Hate Running Backwards,PC,7.27,7.58,6.96
9340,Pro Evolution Soccer 2011 3D,3DS,7.35,7.58,7.11
9341,Battlefield 1942,PC,7.84,7.58,8.09
9342,Spider-Man: Web of Shadows,PC,7.1,7.58,6.63
9343,Infinity Runner,PS4,6.58,7.58,5.58
9344,Shaun White Snowboarding,PC,7.34,7.58,7.09
9345,Distrust,PC,7.35,7.58,7.13
9346,Crypt of the NecroDancer Pocket Edition,iOS,8.15,7.58,8.72
9347,Syberia 3,PS4,6.69,7.58,5.8
9348,Tharsis,PS4,7.17,7.58,6.76
9349,N.E.R.O.: Nothing Ever Remains Obscure,PS4,6.86,7.58,6.15
9350,No Time to Explain,Xbox One,7.01,7.58,6.44
9351,Rockstars of Ooo - Adventure Time Rhythm Game,iOS,7.22,7.58,6.87
9352,Flame Over,PS Vita,7.42,7.58,7.27
9353,Assetto Corsa,PS4,7.44,7.58,7.31
9354,Overwatch,Xbox One,8.07,7.58,8.56
9355,Trillion: God of Destruction,PS Vita,7.03,7.58,6.49
9356,Remothered: Tormented Fathers,Xbox One,7.07,7.58,6.57
9357,Victor Vran: Overkill Edition,Xbox One,7.64,7.57,7.71
9358,Angry Birds Star Wars,PS4,6.81,7.57,6.05
9359,Romancing SaGa 2,Switch,7.43,7.57,7.29
9360,Super Exploding Zoo,PS4,7.19,7.57,6.81
9361,Shadwen,PC,6.76,7.57,5.95
9362,Transference,PC,7.49,7.57,7.41
9363,Legends of Eisenwald,PC,7.18,7.57,6.79
9364,Terrian Saga: KR-17,PC,7.56,7.57,7.54
9365,The Sailor’s Dream,iOS,7.45,7.57,7.33
9366,Warhammer Quest,iOS,7.9,7.57,8.23
9367,Narco Terror,PC,6.91,7.57,6.26
9368,ObsCure,PC,7.33,7.57,7.09
9369,Kamiko,Switch,7.3,7.57,7.03
9370,Homefront: The Revolution,PS4,6.5,7.57,5.44
9371,LEGO Star Wars: The Force Awakens,iOS,7.82,7.57,8.08
9372,Street Fighter X Mega Man,PC,7.49,7.57,7.4
9373,Just Dance 2014,Xbox 360,7.58,7.57,7.59
9374,Soccer Rally 2: World Championship,iOS,7.57,7.57,7.58
9375,Armikrog.,Xbox One,7.04,7.57,6.52
9376,Test Drive Unlimited 2,PS3,7.31,7.57,7.06
9377,Touhou Kobuto V: Burst Battle,PS4,6.08,7.57,4.6
9378,Band Hero,Xbox 360,7.51,7.56,7.45
9379,FINALFANTASY XV POCKET EDITION,iOS,7.9,7.56,8.23
9380,The Assembly,PS4,6.6,7.56,5.63
9381,Prince of Persia: The Two Thrones,PC,7.99,7.56,8.42
9382,Castlevania: SotN,iOS,7.88,7.56,8.2
9383,de Blob,Xbox One,7.19,7.56,6.81
9384,Pro Evolution Soccer 2015,Xbox One,7.65,7.56,7.75
9385,Call of Duty: Modern Warfare 3,PS3,8.0,7.56,8.44
9386,Guitar Hero: Aerosmith,PS3,7.11,7.56,6.66
9387,The Amazing Spider-Man 2,PC,6.67,7.56,5.78
9388,Splatterhouse,PS3,6.69,7.56,5.82
9389,Project Spark,Xbox One,7.52,7.56,7.47
9390,Madden NFL 07,PC,7.73,7.56,7.91
9391,DiRt 2,PC,7.86,7.56,8.15
9392,Dust: An Elysian Tail,Switch,7.72,7.56,7.89
9393,The Crew 2,Xbox One,7.18,7.56,6.81
9394,Ravensword: Shadowlands 3d RPG,Android,7.79,7.56,8.03
9395,F.E.A.R. 2: Project Origin,PS3,7.66,7.56,7.77
9396,Lost Sphear,Switch,7.26,7.56,6.96
9397,Warframe,Switch,7.88,7.56,8.21
9398,Medal of Honor: Airborne,PS3,7.58,7.56,7.6
9399,Transformers: Rise of the Dark Spark,PS4,6.52,7.55,5.48
9400,Mercenaries 2: World in Flames,PS3,7.19,7.55,6.83
9401,Schrodinger's Cat and the Raiders of the Lost Quark,PC,7.09,7.55,6.64
9402,Lost Planet: Extreme Condition,PC,7.26,7.55,6.98
9403,Everybody's Gone to the Rapture,PS4,7.53,7.55,7.5
9404,Bionic Commando,PS3,7.42,7.55,7.29
9405,The Technomancer,PS4,7.0,7.55,6.45
9406,Neverending Nightmares,PC,7.37,7.55,7.18
9407,Wind-up Knight 2,Wii U,7.23,7.55,6.91
9408,EA Sports UFC 3,PS4,7.59,7.55,7.63
9409,DIRAC,Android,7.45,7.55,7.34
9410,Downwell,Switch,7.92,7.55,8.29
9411,The Adventures of Tintin: The Game,Xbox 360,6.99,7.55,6.44
9412,Gone Home,PC,7.99,7.55,8.42
9413,Creature in the Well,PC,7.44,7.55,7.34
9414,Painkiller: Hell & Damnation,PC,7.07,7.55,6.59
9415,NASCAR '14,PS3,7.18,7.55,6.81
9416,Growtopia,iOS,7.41,7.55,7.27
9417,Elven Legacy,PC,7.48,7.54,7.41
9418,Dead Rising 2,PC,7.45,7.54,7.37
9419,The Simpsons Game,Xbox 360,7.26,7.54,6.97
9420,Ether One,PC,7.73,7.54,7.92
9421,One Strike,Switch,7.07,7.54,6.6
9422,Puyo Puyo Champions,Xbox One,7.5,7.54,7.46
9423,Cloud Chamber,PC,7.44,7.54,7.34
9424,Silent Hill: Homecoming,PS3,7.47,7.54,7.41
9425,The Lord of the Rings: War in the North,PS3,6.83,7.54,6.12
9426,WARSAW,PC,7.09,7.54,6.63
9427,F1 2018,Xbox One,7.9,7.54,8.26
9428,F1 2015,Xbox One,6.98,7.54,6.42
9429,Guacamelee! Super Turbo Championship Edition,Switch,7.93,7.54,8.32
9430,Drakensang,PC,7.5,7.54,7.47
9431,Red Goddess: Inner World,PS4,6.62,7.54,5.7
9432,DiRT 4,Xbox One,7.92,7.54,8.3
9433,Final Fantasy XIII,PS3,7.7,7.54,7.87
9434,Doki-Doki Universe,PS4,7.19,7.54,6.85
9435,Valkyria Revolution,PS4,6.62,7.54,5.71
9436,NHL 15,Xbox 360,7.3,7.53,7.06
9437,Backbreaker,PS3,6.91,7.53,6.29
9438,Unruly Heroes,PC,7.72,7.53,7.9
9439,2014 FIFA World Cup Brazil,Xbox 360,7.38,7.53,7.22
9440,BREAK ARTS II,PC,7.3,7.53,7.08
9441,Stela,iOS,7.53,7.53,7.52
9442,Joe Dever's Lone Wolf HD Remastered,PC,7.36,7.53,7.18
9443,Bush Hockey League,PS4,6.71,7.53,5.9
9444,Tom Clancy's Ghost Recon: Advanced Warfighter 2,PC,7.55,7.53,7.56
9445,Heroes Over Europe,PS3,7.11,7.53,6.7
9446,Ascent of Kings,Wii U,6.82,7.53,6.12
9447,Narcosis,PC,7.2,7.53,6.88
9448,Diablo III,PC,8.12,7.53,8.71
9449,Life is Strange: Before the Storm,PC,7.48,7.53,7.43
9450,Ratatouille,PS3,7.04,7.53,6.55
9451,Ar tonelico Qoga: Knell of Ar Ciel,PS3,7.26,7.53,6.98
9452,Tiger Woods PGA Tour 12: The Masters,Xbox 360,7.6,7.53,7.66
9453,Child of Light,Xbox 360,7.81,7.53,8.09
9454,STAR OCEAN First Departure R,Switch,7.49,7.53,7.44
9455,Chocobo's Mystery Dungeon EVERY BUDDY,Switch,7.38,7.52,7.23
9456,Call of Duty: Infinite Warfare Jackal Assault VR Experience,PS4,7.13,7.52,6.73
9457,Niko: Through the Dream,PC,7.42,7.52,7.32
9458,Fist of the North Star: Ken's Rage 2,Xbox 360,6.67,7.52,5.83
9459,Karmaflow: The Rock Opera Videogame,PC,6.91,7.52,6.29
9460,Vane,PC,6.87,7.52,6.22
9461,Armored Core: Verdict Day,Xbox 360,7.13,7.52,6.73
9462,League of Legends,PC,7.84,7.52,8.15
9463,The Spectrum Retreat,PC,7.33,7.52,7.14
9464,Pro Evolution Soccer 2017,Xbox 360,7.71,7.52,7.91
9465,Just Dance 3,Xbox 360,7.29,7.52,7.05
9466,Lords of the Fallen,Android,7.02,7.52,6.52
9467,Tomb Raider: Underworld,PC,7.55,7.52,7.59
9468,Dead Space 3,PC,7.62,7.52,7.72
9469,Bubsy: The Woolies Strike Back,PS4,6.18,7.52,4.85
9470,Blood Bowl 2,PS4,7.41,7.52,7.31
9471,Fantasy Strike,PC,7.4,7.52,7.28
9472,Harry Potter for Kinect,Xbox 360,6.68,7.52,5.85
9473,Gone Home,iOS,7.63,7.52,7.75
9474,Call of Duty: Black Ops II,PS3,7.73,7.52,7.95
9475,Shining Resonance Refrain,PC,7.11,7.51,6.7
9476,Raving Rabbids: Alive & Kicking,Xbox 360,6.55,7.51,5.59
9477,Jade Empire: Special Edition,PC,7.6,7.51,7.68
9478,Dust: An Elysian Tail,Xbox 360,7.9,7.51,8.29
9479,Bard's Gold,PS4,7.16,7.51,6.81
9480,F.E.A.R.,PS3,7.55,7.51,7.59
9481,Marvel Avengers: Battle for Earth,Xbox 360,7.03,7.51,6.55
9482,Monochroma,PC,6.78,7.51,6.05
9483,Gunbrick,Android,7.97,7.51,8.42
9484,The LEGO Movie 2 Videogame,PC,6.96,7.51,6.41
9485,Mercenary Kings,PC,7.67,7.51,7.82
9486,Master Reboot,PC,7.21,7.51,6.91
9487,Killer is Dead,Xbox 360,7.12,7.51,6.73
9488,NHL 15,PS4,6.82,7.51,6.12
9489,Arena of Valor,Switch,7.6,7.51,7.68
9490,Sine Mora,Xbox 360,7.71,7.51,7.91
9491,You Don't Know Jack,Xbox 360,7.82,7.51,8.13
9492,Offworld Trading Company,PC,7.61,7.51,7.7
9493,Sesame Street: Once Upon a Monster,Xbox 360,7.62,7.51,7.74
9494,Pro Evolution Soccer 2016,Xbox 360,7.79,7.51,8.07
9495,Don't Shoot Yourself!,iOS,7.59,7.51,7.67
9496,Grid Autosport,Xbox 360,7.51,7.51,7.5
9497,F1 2014,Xbox 360,7.06,7.51,6.62
9498,Tornado Outbreak,Xbox 360,7.2,7.51,6.9
9499,Daymare: 1998,PC,6.84,7.51,6.17
9500,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Xbox 360,7.87,7.51,8.24
9501,Hard Corps: Uprising,Xbox 360,7.4,7.51,7.29
9502,Brothers: A Tale of Two Sons,Xbox 360,7.93,7.51,8.35
9503,NASCAR Heat Evolution,PS4,6.73,7.51,5.95
9504,Kinect Star Wars,Xbox 360,6.67,7.51,5.84
9505,Brave: The Video Game,Xbox 360,7.22,7.51,6.93
9506,Metal Gear Survive,PS4,6.84,7.51,6.17
9507,IL-2 Sturmovik: Birds of Prey,Xbox 360,7.68,7.51,7.86
9508,Double Dragon: Neon,Xbox 360,7.01,7.51,6.51
9509,PAC-MAN and the Ghostly Adventures,Xbox 360,6.9,7.51,6.29
9510,Magic: The Gathering - Duels of the Planeswalkers 2015,Xbox 360,7.39,7.51,7.27
9511,Pac-Man Museum,Xbox 360,7.18,7.51,6.86
9512,Virtua Fighter 5,PS3,7.87,7.51,8.24
9513,Hell Yeah! Wrath of the Dead Rabbit,Xbox 360,7.19,7.51,6.87
9514,Shiness: The Lightning Kingdom,Xbox One,7.06,7.5,6.61
9515,Randal's Monday,PC,6.83,7.5,6.16
9516,Rayman 3 HD,Xbox 360,7.39,7.5,7.27
9517,Bus Simulator 18,PC,7.17,7.5,6.85
9518,Rogue State,PC,7.11,7.5,6.71
9519,Trials Fusion,Xbox 360,7.64,7.5,7.78
9520,Lara Croft and the Guardian of Light,Xbox 360,8.0,7.5,8.5
9521,Gone Home: Console Edition,PS4,8.03,7.5,8.55
9522,Battleheart 2,iOS,7.58,7.5,7.67
9523,James Bond 007: Blood Stone,Xbox 360,6.87,7.5,6.23
9524,Indivisible,PC,7.63,7.5,7.77
9525,Insanely Twisted Shadow Planet,Xbox 360,7.44,7.5,7.37
9526,Construction Simulator 2015,PC,7.29,7.5,7.08
9527,Major League Baseball 2K9,PS3,7.0,7.5,6.5
9528,Sniper Ghost Warrior Contracts,PC,7.29,7.5,7.07
9529,Castle of Illusion starring Mickey Mouse,Xbox 360,7.27,7.5,7.03
9530,Fuel,Xbox 360,7.19,7.5,6.88
9531,Chaos Reborn,PC,7.64,7.5,7.78
9532,NBA 2K7,Xbox 360,7.72,7.5,7.94
9533,Kerbal Space Program,PS4,7.66,7.5,7.82
9534,Contrast,Xbox 360,7.13,7.5,6.76
9535,Cloudy with a Chance of Meatballs,PS3,6.84,7.5,6.18
9536,The Incredible Hulk,PS3,6.8,7.5,6.09
9537,Skulls of the Shogun,Xbox 360,7.67,7.5,7.83
9538,Warp,Xbox 360,7.23,7.5,6.96
9539,Kung Fu Panda,Xbox 360,7.3,7.5,7.1
9540,American Fugitive,PC,7.36,7.5,7.21
9541,NHL 2K10,Xbox 360,7.17,7.5,6.84
9542,Asemblance,PS4,6.79,7.5,6.08
9543,Gatling Gears,Xbox 360,7.47,7.5,7.43
9544,Tony Hawk Project 8,PS3,7.52,7.5,7.54
9545,Metal Gear Solid V: Ground Zeroes,Xbox 360,7.58,7.5,7.66
9546,Pro Evolution Soccer 2012,Xbox 360,7.69,7.5,7.88
9547,Rock of Ages,Xbox 360,7.29,7.5,7.09
9548,God Mode,Xbox 360,6.85,7.5,6.21
9549,Rush'n Attack: Ex-Patriot,Xbox 360,6.31,7.5,5.13
9550,Quantum Conundrum,Xbox 360,7.62,7.5,7.74
9551,Darksiders III,PC,7.32,7.5,7.14
9552,Lego Rock Band,Xbox 360,7.33,7.5,7.16
9553,Albion Online,PC,7.44,7.5,7.38
9554,London 2012: The Official Video Game,Xbox 360,6.86,7.5,6.22
9555,Cloudy with a Chance of Meatballs,Xbox 360,6.81,7.5,6.11
9556,Bionic Commando,Xbox 360,7.2,7.5,6.9
9557,Zombie Driver HD,Xbox 360,7.07,7.5,6.64
9558,Happy Tree Friends: False Alarm,Xbox 360,6.74,7.5,5.98
9559,Bionic Commando Rearmed 2,Xbox 360,7.09,7.5,6.68
9560,F1 2013,Xbox 360,7.63,7.5,7.76
9561,South Park: Tenorman's Revenge,Xbox 360,6.35,7.5,5.2
9562,Medal of Honor,PC,7.31,7.5,7.12
9563,Magic: The Gathering – Duels of the Planeswalkers 2013,Xbox 360,7.43,7.5,7.36
9564,I Am Alive,Xbox 360,7.26,7.5,7.02
9565,Sherlock Holmes vs. Jack the Ripper,Xbox 360,7.34,7.5,7.18
9566,Hybrid,Xbox 360,7.42,7.5,7.33
9567,NBA Live 09,Xbox 360,7.5,7.5,7.5
9568,Dead Block,Xbox 360,6.44,7.5,5.39
9569,Uncanny Valley,PS4,7.05,7.5,6.59
9570,Tony Hawk's Pro Skater HD,Xbox 360,6.99,7.5,6.48
9571,Outward,PC,7.12,7.5,6.75
9572,Dirt: Showdown,Xbox 360,7.45,7.5,7.39
9573,DORAEMON STORY OF SEASONS,Switch,7.33,7.5,7.16
9574,Fire Pro Wrestling,Xbox 360,6.37,7.5,5.23
9575,Cars,Xbox 360,7.15,7.5,6.81
9576,Ghostbusters: Sanctum of Slime,Xbox 360,6.34,7.5,5.17
9577,Rise of the Guardians,Xbox 360,6.47,7.5,5.44
9578,Crimson Alliance,Xbox 360,7.55,7.5,7.6
9579,Harry Potter and the Half Blood Prince,Xbox 360,7.02,7.5,6.55
9580,Tom Clancy's H.A.W.X 2,Xbox 360,7.35,7.5,7.2
9581,G.I. Joe: The Rise of Cobra,Xbox 360,6.11,7.5,4.72
9582,Kung Fu Panda 2,Xbox 360,6.35,7.5,5.19
9583,Project CARS 3,PS4,7.18,7.5,6.85
9584,Alien Breed 2: Assault,Xbox 360,7.18,7.5,6.86
9585,Youtubers Life,PC,7.42,7.5,7.34
9586,Juiced 2: Hot Import Nights,Xbox 360,7.08,7.5,6.67
9587,Ratatouille,Xbox 360,6.69,7.5,5.88
9588,Blood Bowl,Xbox 360,6.89,7.5,6.29
9589,Saw: The Video Game,Xbox 360,6.68,7.5,5.87
9590,Deadlight,Xbox 360,7.19,7.5,6.89
9591,50 Cent: Blood on the Sand,Xbox 360,7.27,7.5,7.04
9592,Gas Guzzlers Extreme,Xbox One,7.24,7.5,6.98
9593,Heroes Over Europe,Xbox 360,6.93,7.5,6.36
9594,Drawn to Life,iOS,6.98,7.5,6.47
9595,Kameo: Elements of Power,Xbox 360,7.5,7.5,7.5
9596,Harry Potter and the Order of the Phoenix,Xbox 360,7.0,7.5,6.51
9597,Fist of the North Star: Ken's Rage,Xbox 360,6.71,7.5,5.93
9598,Monster Jam Steel Titans,PC,6.97,7.5,6.45
9599,Saw II: Flesh & Blood,Xbox 360,6.34,7.5,5.19
9600,Special Forces: Team X,Xbox 360,6.72,7.5,5.95
9601,Race Pro,Xbox 360,7.56,7.5,7.63
9602,Train Sim World,Xbox One,7.09,7.49,6.68
9603,Consortium,PC,7.06,7.49,6.63
9604,Shoot Many Robots,Xbox 360,7.28,7.49,7.07
9605,Sonic Free Riders,Xbox 360,6.24,7.49,4.99
9606,Obliteracers,PS4,7.33,7.49,7.16
9607,The Flame in the Flood,PC,7.37,7.49,7.24
9608,Skyhill,PC,7.12,7.49,6.74
9609,Shaun White Snowboarding,Xbox 360,7.12,7.49,6.75
9610,Watchmen: The End Is Nigh,Xbox 360,6.61,7.49,5.73
9611,Monaco: What's Yours Is Mine,Xbox 360,7.76,7.49,8.04
9612,Death's Gambit,PC,7.22,7.49,6.94
9613,Blood Bowl 2,PC,7.39,7.49,7.29
9614,Stick it to The Man,PS4,7.42,7.49,7.36
9615,Ridge Racer Unbounded,Xbox 360,7.09,7.49,6.69
9616,Blazing Angels: Squadrons of WWII,Xbox 360,7.08,7.49,6.67
9617,007 Legends,PS3,6.04,7.49,4.6
9618,Prey (2006),Xbox 360,7.55,7.49,7.61
9619,Blair Witch,PC,7.24,7.49,6.98
9620,Pacific Rim,Xbox 360,6.2,7.49,4.91
9621,MUD - FIM Motocross World Championship,Xbox 360,6.77,7.49,6.05
9622,Disney's Meet the Robinsons,Xbox 360,7.15,7.49,6.81
9623,White Knight Chronicles: International Edition,PS3,7.11,7.49,6.72
9624,Def Jam: Icon,Xbox 360,7.17,7.49,6.85
9625,CSI: NY,PC,6.39,7.49,5.29
9626,Kung Fu FIGHT!,Wii U,7.07,7.49,6.66
9627,Tony Hawk: Ride,Xbox 360,6.14,7.49,4.79
9628,Risen 2: Dark Waters,Xbox 360,6.93,7.49,6.37
9629,Mantis Burn Racing,PC,7.1,7.49,6.71
9630,James Cameron's Avatar: The Game,PS3,7.02,7.49,6.55
9631,Ingress,iOS,7.55,7.49,7.61
9632,Castle of Illusion Starring Mickey Mouse,iOS,7.75,7.49,8.02
9633,Dragon Ball Z for Kinect,Xbox 360,6.19,7.49,4.89
9634,Elite: Dangerous,Xbox One,7.66,7.49,7.84
9635,World of Final Fantasy Maxima,Switch,7.47,7.49,7.46
9636,Amped 3,Xbox 360,7.2,7.49,6.92
9637,FIFA 15,PS Vita,7.22,7.49,6.96
9638,Too Human,Xbox 360,6.97,7.48,6.45
9639,Bodycount,Xbox 360,6.37,7.48,5.25
9640,TimeShift,Xbox 360,7.14,7.48,6.79
9641,FlatOut: Ultimate Carnage,Xbox 360,7.61,7.48,7.73
9642,TNA iMPACT!,Xbox 360,7.09,7.48,6.71
9643,Dark Sector,Xbox 360,7.22,7.48,6.96
9644,Starseed Pilgrim,PC,7.64,7.48,7.8
9645,Iron Man,Xbox 360,6.37,7.48,5.27
9646,Call of Duty: Black Ops III,PC,7.64,7.48,7.79
9647,Space Hulk: Tactics,Xbox One,7.22,7.48,6.96
9648,Just Cause,Xbox 360,7.31,7.48,7.13
9649,FOX n FORESTS,PC,7.11,7.48,6.73
9650,Superman Returns,Xbox 360,6.48,7.48,5.47
9651,Vikings: Wolves of Midgard,Xbox One,7.04,7.48,6.61
9652,Blades of Time,PS3,6.63,7.48,5.78
9653,Clive Barker's Jericho,Xbox 360,7.16,7.48,6.84
9654,Dex,Xbox One,6.98,7.48,6.48
9655,Sumioni: Demon Arts,PS Vita,6.71,7.48,5.94
9656,Punch Club,Xbox One,7.44,7.48,7.39
9657,Kane & Lynch: Dead Men,Xbox 360,6.97,7.48,6.47
9658,Sonic the Hedgehog,Xbox 360,6.17,7.48,4.86
9659,Raging Justice,Xbox One,7.22,7.48,6.96
9660,Trinity Universe,PS3,6.98,7.48,6.48
9661,The Aquatic Adventure of the Last Human,PC,7.69,7.47,7.91
9662,Dead Island Retro Revenge,PS4,7.09,7.47,6.71
9663,Inversion,Xbox 360,6.5,7.47,5.53
9664,Ghostbusters: The Video Game Remastered,Switch,7.36,7.47,7.25
9665,Call of Juarez: The Cartel,Xbox 360,6.26,7.47,5.04
9666,Harry Potter and the Order of the Phoenix,PS3,7.11,7.47,6.74
9667,Eat Lead: The Return of Matt Hazard,Xbox 360,6.6,7.47,5.73
9668,Kung Fu Rabbit,Wii U,7.23,7.47,6.99
9669,The King of Fighters XII,Xbox 360,7.0,7.47,6.52
9670,Risen,Xbox 360,6.73,7.47,5.98
9671,Chainsaw Warrior,Android,7.15,7.47,6.82
9672,Alone in the Dark,Xbox 360,6.94,7.47,6.41
9673,Madden NFL 06,Xbox 360,7.34,7.47,7.21
9674,Syberia 3,Xbox One,6.94,7.47,6.4
9675,Gomo,PC,6.48,7.47,5.48
9676,Mudd Masher,iOS,7.03,7.47,6.58
9677,Cities in Motion,PC,7.37,7.47,7.27
9678,Submerged,Xbox One,6.55,7.47,5.63
9679,Inversion,PS3,6.74,7.47,6.01
9680,Tracks - The Toy Train Set Game,Xbox One,7.32,7.47,7.17
9681,Flinthook,PC,7.67,7.47,7.87
9682,Tiger Woods PGA Tour 14,Xbox 360,7.52,7.47,7.57
9683,Guild of Dungeoneering,PC,7.46,7.47,7.46
9684,Starpoint Gemini 2,Xbox One,7.16,7.47,6.85
9685,Rogue Trooper Redux,PC,7.24,7.47,7.01
9686,Monster Energy Supercross - The Official Videogame,Xbox One,7.07,7.47,6.67
9687,Tom Clancy's EndWar,PC,7.24,7.46,7.02
9688,The Bard's Tale IV: Director's Cut,PC,7.5,7.46,7.54
9689,Super Toy Cars,Xbox One,6.84,7.46,6.23
9690,Moebius: Empire Rising,PC,6.54,7.46,5.62
9691,Lake Ridden,PC,7.33,7.46,7.21
9692,Dungeons 2,PC,7.18,7.46,6.9
9693,STRAFE,PC,7.07,7.46,6.68
9694,Stormrise,Xbox 360,6.54,7.46,5.62
9695,Brawlout,Switch,6.96,7.46,6.46
9696,"Please, Don't Touch Anything",iOS,7.38,7.46,7.3
9697,Snake Pass,Switch,7.33,7.46,7.19
9698,DiRt,PC,7.67,7.46,7.88
9699,The Godfather: The Game,PC,7.44,7.46,7.42
9700,Dynasty Warriors 6,PS3,6.99,7.46,6.53
9701,Vampire: The Masquerade - Coteries of New York,PS4,7.34,7.46,7.23
9702,Madden NFL 08,PS3,7.76,7.46,8.07
9703,Blade & Soul,PC,7.12,7.46,6.77
9704,Sentinels of the Multiverse,Android,7.49,7.46,7.53
9705,Travis Strikes Again: No More Heroes,Switch,7.08,7.46,6.71
9706,Mind Zero,PS Vita,6.84,7.46,6.22
9707,Wasteland 2: Director's Cut,Xbox One,7.72,7.46,7.98
9708,Blacksad: Under the Skin,PS4,6.84,7.46,6.22
9709,Pocket Rumble,Switch,7.52,7.45,7.59
9710,Velvet Assassin,Xbox 360,6.56,7.45,5.66
9711,Stellaris: Console Edition,Xbox One,7.7,7.45,7.95
9712,VoxelMaker,Wii U,6.89,7.45,6.33
9713,KickBeat,PC,7.14,7.45,6.82
9714,Kane & Lynch: Dead Men,PS3,7.12,7.45,6.79
9715,The Godfather II,PC,7.11,7.45,6.78
9716,NHL 2K10,PS3,7.13,7.45,6.81
9717,Paper Mario: The Origami King,Switch,7.69,7.45,7.92
9718,Portal Knights,Xbox One,7.34,7.45,7.24
9719,STRAFE,PS4,6.96,7.45,6.48
9720,SENRAN KAGURA Reflexions,Switch,6.0,7.45,4.55
9721,Loading Human: Chapter 1,PS4,6.51,7.45,5.58
9722,Freeways,iOS,7.89,7.45,8.33
9723,Nova-111,PS4,7.33,7.44,7.21
9724,Townsmen,PC,7.22,7.44,6.99
9725,The Mosaic,iOS,7.4,7.44,7.35
9726,WWE 2K20,Xbox One,6.19,7.44,4.93
9727,Panzer Paladin,PC,7.54,7.44,7.63
9728,Super Mega Baseball: Extra Innings,Xbox One,7.53,7.44,7.63
9729,SNK HEROINES ~Tag Team Frenzy~,Switch,6.77,7.44,6.09
9730,Quake 4,Xbox 360,7.34,7.44,7.25
9731,Achtung! Cthulhu Tactics,PC,6.64,7.44,5.84
9732,Exile's End,PS4,7.14,7.44,6.83
9733,Platformines,PC,6.98,7.44,6.52
9734,Far Cry 2,PC,7.82,7.44,8.2
9735,Vainglory,Android,7.83,7.44,8.22
9736,Immortal: Unchained,PS4,6.33,7.44,5.23
9737,MUD - FIM Motocross World Championship,PS3,6.7,7.44,5.95
9738,LEGO Worlds,Switch,6.89,7.44,6.34
9739,Tony Hawk's Proving Ground,PS3,7.46,7.44,7.49
9740,Bullet Witch,Xbox 360,6.83,7.44,6.22
9741,Narcos: Rise of the Cartels,PS4,6.57,7.44,5.7
9742,Secret Ponchos,PC,7.28,7.44,7.13
9743,Drawn to Death,PS4,6.65,7.44,5.87
9744,Pathway,PC,7.08,7.44,6.72
9745,Sébastien Loeb Rally Evo,PS4,7.2,7.43,6.97
9746,Wargame: European Escalation,PC,7.66,7.43,7.88
9747,The Escapists,Xbox One,7.39,7.43,7.34
9748,Warhammer Underworlds: Online,PC,7.54,7.43,7.64
9749,Frozen Cortex,PC,7.52,7.43,7.61
9750,Sherlock Holmes vs. Jack the Ripper,PC,7.37,7.43,7.31
9751,Star Wars: Battlefront,Xbox One,7.4,7.43,7.36
9752,Sega Superstars Tennis,PS3,7.2,7.43,6.97
9753,WRC 3: FIA World Rally Championship,PC,6.84,7.43,6.26
9754,10 Second Ninja X,PS4,7.43,7.43,7.43
9755,Nom Nom Galaxy,PC,7.25,7.43,7.08
9756,The Bonfire 2 Uncharted Shores,iOS,7.68,7.43,7.93
9757,Battlestations: Midway,PC,7.41,7.43,7.38
9758,The Crow's Eye,PC,7.11,7.43,6.78
9759,Battlefield Heroes,PC,7.02,7.43,6.61
9760,WWE SmackDown vs. RAW 2008,Xbox 360,7.15,7.43,6.86
9761,Project Gotham Racing 3,Xbox 360,7.82,7.43,8.22
9762,Paladins Strike,iOS,7.6,7.43,7.77
9763,The Lord of the Rings: Adventure Card Game,PC,7.04,7.43,6.66
9764,Peaky Blinders: Mastermind,PC,6.87,7.43,6.3
9765,Mass Effect: Andromeda,Xbox One,7.46,7.43,7.5
9766,Homefront,PS3,7.1,7.43,6.76
9767,Alder's Blood,PC,7.28,7.43,7.14
9768,Klang,PC,7.28,7.43,7.13
9769,James Bond 007: Blood Stone,PS3,6.92,7.43,6.42
