,Name,Platform,Play Score,Game Score,Critic Score
5243,Knight Squad,PC,7.61,8.53,6.68
5244,Lords of the Fallen,iOS,7.38,8.53,6.23
5245,Assassin's Creed II,PC,8.34,8.53,8.14
5246,Wolfenstein: The Old Blood,Xbox One,8.07,8.53,7.61
5247,Cabin Escape: Alice's Story,iOS,7.9,8.53,7.27
5248,Mage's Initiation: Reign of the Elements,PC,7.51,8.53,6.49
5249,Zeno Clash,PC,8.06,8.53,7.6
5250,Wasteland 3,PS4,8.16,8.53,7.79
5251,Dungeon Tales : RPG Card Game,iOS,8.06,8.53,7.58
5252,Call of Duty: Modern Warfare 2,PS3,8.65,8.53,8.78
5253,Agatha Knife,Xbox One,7.88,8.53,7.23
5254,Tales of Vesperia: Definitive Edition,PC,8.21,8.53,7.89
5255,Tumblestone,Wii U,8.09,8.53,7.66
5256,Escape Plan,PS Vita,7.62,8.53,6.71
5257,Sports Party,Switch,7.49,8.53,6.45
5258,Pascal's Wager,iOS,8.2,8.53,7.88
5259,Smash the Office,iOS,7.6,8.53,6.67
5260,Hakuoki: Kyoto Winds,PS Vita,8.07,8.53,7.6
5261,Kick & Fennick,Wii U,7.93,8.53,7.33
5262,Daggerhood,iOS,8.31,8.53,8.08
5263,Toybox Turbos,PC,7.85,8.53,7.18
5264,Sniper Elite III,PS3,7.68,8.53,6.83
5265,Sherlock Holmes: Crimes and Punishments,PS4,7.93,8.53,7.33
5266,Legna Tactica,3DS,7.35,8.53,6.17
5267,_PRISM,iOS,8.4,8.53,8.26
5268,Badland: Game of the Year Edition,PS Vita,7.85,8.53,7.17
5269,Mother Russia Bleeds,PC,7.93,8.53,7.33
5270,Into the Dim,iOS,8.0,8.53,7.47
5271,Ratchet & Clank: Full Frontal Assault,PS3,7.55,8.53,6.57
5272,Bayonetta,PS3,8.41,8.53,8.29
5273,Touhou Double Focus,PS4,7.67,8.53,6.81
5274,Harvest Moon: Light of Hope Special Edition,PS4,7.53,8.53,6.53
5275,A Way Out,PC,8.15,8.53,7.78
5276,Dance Central 3,Xbox 360,8.48,8.53,8.44
5277,Record of Agarest War 2,PS3,7.54,8.53,6.55
5278,Crowntakers,iOS,8.35,8.53,8.17
5279,Dreamfall Chapters,Xbox One,7.6,8.53,6.67
5280,DR.MEEP,iOS,7.99,8.53,7.46
5281,Tony Hawk's Pro Skater HD,PS3,7.73,8.53,6.93
5282,Forza Motorsport 6,Xbox One,8.63,8.53,8.73
5283,Rayman Origins,Xbox 360,8.6,8.53,8.68
5284,American Fugitive,PS4,7.83,8.52,7.14
5285,Joe Danger Infinity,iOS,8.28,8.52,8.04
5286,F1 2010,PS3,8.42,8.52,8.32
5287,Heroes of Order & Chaos,iOS,8.11,8.52,7.69
5288,King of Thieves,iOS,7.72,8.52,6.93
5289,Aquapazza: Aquaplus Dream Match,PS3,8.07,8.52,7.61
5290,The Walking Dead: A New Frontier,iOS,7.97,8.52,7.42
5291,Diablo II,PC,8.3,8.52,8.08
5292,WWE 2K15,PS3,7.29,8.52,6.07
5293,Resident Evil: Revelations 2,PS Vita,7.48,8.52,6.43
5294,Bad Apple Wars,PS Vita,7.75,8.52,6.97
5295,Corpse Party,iOS,7.79,8.52,7.07
5296,Sniper Elite V2,PC,7.57,8.52,6.62
5297,Unbox: Newbie's Adventure,PC,7.66,8.52,6.8
5298,SAMURAI WARRIORS: Spirit of Sanada,PS4,7.95,8.52,7.37
5299,Alone With You,PS Vita,8.06,8.52,7.6
5300,Monster Jam Steel Titans,PS4,7.4,8.52,6.28
5301,Mortal Shell,PS4,7.99,8.52,7.47
5302,DiRT Rally 2.0,PS4,8.34,8.52,8.16
5303,X-Mercs,iOS,7.94,8.52,7.37
5304,Flipping Death,PC,8.02,8.52,7.52
5305,Skylanders: SuperChargers,Wii U,8.28,8.52,8.05
5306,Bloodstained: Curse of the Moon,3DS,8.06,8.52,7.6
5307,The Cave,PC,7.91,8.52,7.3
5308,Escape from Chernobyl,iOS,7.74,8.52,6.97
5309,The Executive,iOS,8.62,8.52,8.73
5310,Crimsonland,PS4,7.59,8.52,6.67
5311,Strider,PC,8.06,8.52,7.6
5312,Remothered: Tormented Fathers,PS4,7.93,8.52,7.35
5313,Mini Ninjas,PS3,7.88,8.52,7.25
5314,NEON STRUCT,PC,7.86,8.52,7.21
5315,MX vs. ATV Alive,PS3,7.45,8.52,6.39
5316,Medal of Honor: Warfighter,PS3,7.23,8.52,5.94
5317,Lost Dimension,PS Vita,7.86,8.52,7.2
5318,Gears of War: Ultimate Edition,Xbox One,8.36,8.52,8.21
5319,Michael Jackson: The Experience 3D,3DS,7.58,8.52,6.64
5320,Dark Souls II,Xbox 360,8.59,8.52,8.66
5321,Roller Polar,iOS,7.89,8.51,7.27
5322,The Shadow Sun,iOS,8.33,8.51,8.14
5323,Sonic Generations,Xbox 360,8.08,8.51,7.64
5324,Super Stickman Golf 3,iOS,8.64,8.51,8.77
5325,FIST OF THE NORTH STAR,iOS,7.92,8.51,7.33
5326,Dragon's Dogma,PS3,8.06,8.51,7.61
5327,Icycle: On Thin Ice,iOS,8.27,8.51,8.03
5328,Creepy Castle,PC,8.03,8.51,7.54
5329,LEGO Star Wars: The Complete Saga,PS3,8.01,8.51,7.51
5330,Soulcalibur: Lost Swords,PS3,6.51,8.51,4.5
5331,RollerCoaster Tycoon Classic,iOS,8.3,8.51,8.08
5332,Old Man's Journey,iOS,8.51,8.51,8.51
5333,GNOG,iOS,8.3,8.51,8.09
5334,Kona,PS4,7.83,8.51,7.15
5335,Dead Island: Riptide,PC,7.28,8.51,6.04
5336,MilitAnt,PS4,6.86,8.51,5.21
5337,ARK: Survival Evolved,PS4,7.75,8.51,6.99
5338,Push Me Pull You,PS4,7.78,8.51,7.05
5339,SimpleRockets,Android,8.28,8.51,8.05
5340,Time Carnage,PS4,7.3,8.51,6.08
5341,One Piece: Romance Dawn,3DS,6.77,8.51,5.02
5342,Battle Chasers: Nightwar,Switch,8.16,8.51,7.82
5343,Romance of the Three Kingdoms XIII,PS4,7.68,8.51,6.86
5344,DRAGON QUEST III,iOS,8.13,8.51,7.76
5345,One Hour One Life for Mobile,iOS,8.33,8.51,8.15
5346,Disgaea 4 Complete+,Switch,8.26,8.51,8.01
5347,Dragon Star Varnir,PS4,7.95,8.51,7.38
5348,Neverending Nightmares,PS4,7.74,8.51,6.98
5349,Rock Band 2,Xbox 360,8.6,8.51,8.68
5350,Omen of Sorrow,PS4,7.63,8.51,6.75
5351,Criminal Girls 2: Party Favors,PS Vita,7.58,8.51,6.65
5352,LEGO Batman 3: Beyond Gotham,Xbox 360,7.87,8.51,7.24
5353,Broken Age,PS Vita,8.12,8.51,7.74
5354,Jurassic World: Evolution,Xbox One,7.76,8.51,7.02
5355,Power Hover,iOS,8.35,8.51,8.19
5356,Crayola Scoot,Switch,7.8,8.51,7.09
5357,Tropico 3,PC,8.23,8.51,7.96
5358,VIDEOBALL,PS4,7.93,8.51,7.35
5359,Monster Energy Supercross - The Official Videogame 3,Xbox One,7.88,8.51,7.26
5360,Road Not Taken,iOS,8.03,8.51,7.55
5361,Dragon's Dogma: Dark Arisen,Xbox 360,7.94,8.51,7.38
5362,Tokyo Xanadu,PS Vita,7.92,8.51,7.33
5363,Knowledge is Power,iOS,7.77,8.51,7.03
5364,Age of Rivals,PC,8.07,8.51,7.63
5365,FIFA 18,PS4,8.41,8.51,8.3
5366,The Amazing Spider-Man,PS Vita,7.37,8.5,6.24
5367,School Girl/Zombie Hunter,PS4,6.91,8.5,5.32
5368,Tower Fortress,iOS,8.04,8.5,7.58
5369,Fez,PS4,8.48,8.5,8.46
5370,Touhou Genso Rondo: Bullet Ballet,PS4,7.23,8.5,5.96
5371,"Warhammer 40,000: Dawn of War II",PC,8.46,8.5,8.42
5372,Jotun: Vallhalla Edition,PS4,7.92,8.5,7.33
5373,Black Knight Sword,PS3,7.5,8.5,6.49
5374,Like a Boss!,iOS,7.78,8.5,7.07
5375,Saints Row: Gat out of Hell,PS4,7.76,8.5,7.01
5376,Rock Band 3,Xbox 360,8.76,8.5,9.02
5377,A Normal Lost Phone,iOS,8.33,8.5,8.15
5378,BigFest,PS Vita,7.44,8.5,6.39
5379,Cel Damage HD,PS4,7.4,8.5,6.3
5380,Trials Evolution,Xbox 360,8.71,8.5,8.92
5381,Hollow Knight Voidheart Edition,Xbox One,8.36,8.5,8.21
5382,Magic: The Gathering – Duels of the Planeswalkers 2013,PC,7.81,8.5,7.13
5383,Strider,PS4,7.96,8.5,7.43
5384,Necrobarista,PC,8.25,8.5,7.99
5385,Top Spin 4,PS3,8.39,8.5,8.28
5386,NBA 2K13,Xbox 360,8.45,8.5,8.4
5387,Sword Art Online: Hollow Realization,PS Vita,7.66,8.5,6.81
5388,Epic Dumpster Bear,Wii U,7.35,8.5,6.21
5389,Skate 3,Xbox 360,8.04,8.5,7.59
5390,Use Your Words,PC,7.65,8.5,6.79
5391,Dead Island,PC,8.04,8.5,7.58
5392,Mortal Kombat,Xbox 360,8.46,8.5,8.41
5393,Deception IV: Blood Ties,PS Vita,7.52,8.5,6.54
5394,Stories: The Path of Destinies,PC,8.0,8.5,7.51
5395,Trials Fusion,PS4,8.17,8.5,7.85
5396,Let Them Come,PS4,7.7,8.5,6.89
5397,Super Meat Boy,Xbox 360,8.59,8.5,8.68
5398,Company of Heroes: Opposing Fronts,PC,8.28,8.5,8.06
5399,Super Cloudbuilt,PC,8.09,8.5,7.68
5400,Transformers: Fall of Cybertron,Xbox 360,8.12,8.5,7.74
5401,Thronebreaker,iOS,7.98,8.5,7.47
5402,Peter Jackson's King Kong,Xbox 360,8.2,8.5,7.9
5403,Vessel,PC,8.19,8.5,7.89
5404,Left 4 Dead,Xbox 360,8.38,8.5,8.26
5405,The Walking Dead: Season One,Xbox 360,8.4,8.5,8.3
5406,Deus Ex: Human Revolution - Director's Cut,Xbox 360,8.25,8.5,8.01
5407,Paladins,PC,8.08,8.5,7.66
5408,Lumines: Electronic Symphony,PS Vita,8.33,8.5,8.16
5409,Plants vs. Zombies,Xbox 360,8.47,8.5,8.45
5410,twofold inc.,iOS,8.37,8.5,8.23
5411,Saints Row 2,Xbox 360,8.1,8.5,7.71
5412,PlanetSide 2,PS4,8.08,8.5,7.67
5413,GRIP: Combat Racing,PS4,7.93,8.5,7.37
5414,Valiant Hearts: The Great War,Xbox 360,8.18,8.5,7.86
5415,World of Tanks Xbox 360 Edition,Xbox 360,8.06,8.5,7.62
5416,Spirit of the North,PC,7.35,8.5,6.19
5417,Rising Storm 2: Vietnam,PC,8.18,8.5,7.86
5418,NBA 2K12,Xbox 360,8.64,8.5,8.79
5419,LIMBO,Xbox 360,8.66,8.5,8.82
5420,WWE: Champions - Free Puzzle RPG,iOS,7.98,8.5,7.47
5421,Tom Clancy's Ghost Recon: Future Soldier,Xbox 360,8.2,8.5,7.91
5422,Just Cause 2,Xbox 360,8.11,8.5,7.73
5423,Aurion: Legacy of the Kori-Odan,PC,7.65,8.5,6.81
5424,Monday Night Combat,Xbox 360,8.13,8.5,7.77
5425,The Godfather: The Game,Xbox 360,7.85,8.5,7.21
5426,Battlefield 3,Xbox 360,8.35,8.5,8.2
5427,First Strike: Final Hour,iOS,8.18,8.5,7.87
5428,LEGO Star Wars: The Force Awakens,Xbox 360,8.09,8.5,7.68
5429,The Secret of Monkey Island: Special Edition,Xbox 360,8.32,8.5,8.14
5430,NHL 10,Xbox 360,8.38,8.5,8.26
5431,Super Street Fighter IV,Xbox 360,8.62,8.5,8.74
5432,Syberia,PS3,7.45,8.5,6.4
5433,DOOM Eternal,PC,8.62,8.5,8.74
5434,Bastion,Xbox 360,8.42,8.5,8.34
5435,Stellaris,PC,8.29,8.5,8.09
5436,Tom Clancy's Rainbow Six: Vegas 2,PC,7.96,8.5,7.42
5437,Football Manager 2019,PC,8.48,8.5,8.46
5438,Skate 2,Xbox 360,8.17,8.5,7.85
5439,WWE '13,Xbox 360,8.24,8.5,7.98
5440,Prototype 2,Xbox 360,7.87,8.5,7.25
5441,Dungeon Defenders,Xbox 360,8.03,8.5,7.57
5442,Worms 2: Armageddon,Xbox 360,8.11,8.5,7.73
5443,WWE SmackDown vs. RAW 2010,Xbox 360,8.22,8.5,7.95
5444,DuckTales Remastered,Xbox 360,7.99,8.5,7.48
5445,Madden NFL 12,PS3,7.97,8.5,7.45
5446,Midnight Club: Los Angeles,Xbox 360,8.2,8.5,7.91
5447,WWE '12,Xbox 360,7.81,8.5,7.13
5448,Call of Duty: World at War,Xbox 360,8.11,8.5,7.72
5449,Unreal Tournament III,PC,8.25,8.5,8.01
5450,Plants vs. Zombies: Garden Warfare,Xbox 360,8.03,8.49,7.56
5451,Laserlife,PS4,7.56,8.49,6.63
5452,DiRt 2,Xbox 360,8.51,8.49,8.54
5453,Monster Boy and the Cursed Kingdom,Xbox One,8.39,8.49,8.28
5454,Natural Selection 2,PC,8.37,8.49,8.25
5455,Metro: Last Light Redux,PC,7.99,8.49,7.48
5456,Closure,PS3,8.17,8.49,7.84
5457,Kingdoms of Amalur: Reckoning,Xbox 360,8.21,8.49,7.93
5458,Yoku's Island Express,Switch,8.31,8.49,8.13
5459,Defense Grid: The Awakening,Xbox 360,8.1,8.49,7.71
5460,Catherine,Xbox 360,8.28,8.49,8.07
5461,de Blob 2,Xbox 360,8.02,8.49,7.54
5462,MotoGP 20,PS4,8.01,8.49,7.53
5463,Dead Rising 2: Off the Record,Xbox 360,7.74,8.49,6.99
5464,Bully: Scholarship Edition,Xbox 360,8.18,8.49,7.86
5465,Arx Fatalis,PC,8.1,8.49,7.71
5466,Dragon Ball: Raging Blast,Xbox 360,7.55,8.49,6.61
5467,TRI: Of Friendship and Madness,PC,8.08,8.49,7.66
5468,Madden NFL 10,Xbox 360,8.32,8.49,8.15
5469,FIFA Soccer 10,Xbox 360,8.63,8.49,8.76
5470,FIFA 17,Xbox 360,8.36,8.49,8.22
5471,Resident Evil Code: Veronica X,Xbox 360,7.56,8.49,6.62
5472,Orcs Must Die!,Xbox 360,8.15,8.49,7.8
5473,The Adventure Pals,Xbox One,8.03,8.49,7.57
5474,FIFA 16,Xbox 360,8.35,8.49,8.21
5475,Transformers: Rise of the Dark Spark,PS3,7.0,8.49,5.52
5476,Need for Speed: Rivals,Xbox 360,8.02,8.49,7.55
5477,Destroy All Humans! Path of the Furon,Xbox 360,6.4,8.49,4.31
5478,Darksiders II,Xbox 360,8.33,8.49,8.17
5479,Hitman: Absolution,Xbox 360,8.27,8.49,8.05
5480,BlazBlue: Continuum Shift,Xbox 360,8.36,8.49,8.22
5481,Stardew Valley,Switch,8.52,8.49,8.55
5482,Mayan Death Robots,PC,7.93,8.49,7.37
5483,Whispering Willows,PS Vita,7.47,8.49,6.45
5484,Xblaze Code: Embryo,PS Vita,7.29,8.49,6.09
5485,Sparklite,Switch,7.94,8.49,7.38
5486,L.A. Noire,Xbox 360,8.51,8.49,8.54
5487,UFC Undisputed 2010,Xbox 360,8.22,8.49,7.95
5488,Iron Brigade,Xbox 360,8.33,8.49,8.16
5489,Hitman: Blood Money,Xbox 360,8.09,8.49,7.7
5490,Crysis 2,Xbox 360,8.43,8.49,8.36
5491,NBA 2K9,Xbox 360,8.29,8.49,8.1
5492,A Case of Distrust,PC,7.98,8.49,7.48
5493,Disney Infinity,Xbox 360,7.97,8.49,7.45
5494,SD GUNDAM G GENERATION CROSS RAYS,PC,7.38,8.49,6.27
5495,R.U.S.E.,Xbox 360,8.05,8.49,7.61
5496,Zoo Tycoon,Xbox 360,7.49,8.49,6.48
5497,Skylanders: Spyro's Adventure,Xbox 360,8.09,8.49,7.69
5498,Warriors Orochi 3,Xbox 360,7.69,8.49,6.88
5499,House of the Dead: Overkill - Extended Cut,PS3,7.88,8.49,7.26
5500,Kentucky Route Zero: TV Edition,PS4,8.29,8.49,8.09
5501,WWE 2K17,Xbox 360,7.88,8.49,7.27
5502,Disney Infinity 3.0 Edition,PS4,8.2,8.49,7.91
5503,Battlefield: Bad Company,Xbox 360,8.14,8.49,7.79
5504,Fist of Fury,iOS,8.18,8.49,7.87
5505,Crysis,Xbox 360,8.15,8.49,7.81
5506,Escape Hunt: The Lost Temples,iOS,7.66,8.49,6.83
5507,Grid,Xbox 360,8.34,8.49,8.19
5508,Aliens vs. Predator,Xbox 360,7.51,8.49,6.52
5509,Supreme Commander 2,Xbox 360,7.99,8.49,7.49
5510,Ghostbusters: The Video Game,Xbox 360,7.91,8.49,7.34
5511,Dead Island,Xbox 360,7.89,8.49,7.29
5512,Iratus: Lord of the Dead,PC,8.12,8.49,7.75
5513,NBA 2K20,PS4,8.07,8.49,7.64
5514,Madden NFL 11,Xbox 360,8.31,8.49,8.12
5515,2010 FIFA World Cup South Africa,Xbox 360,8.36,8.49,8.22
5516,XCOM 2,PC,8.59,8.49,8.7
5517,Dynasty Warriors: Gundam 3,Xbox 360,7.64,8.49,6.79
5518,Darksiders II,PS3,8.38,8.49,8.27
5519,The Hunger Games: Catching Fire - Panem Run,iOS,7.46,8.49,6.43
5520,SSC 2018,iOS,8.16,8.49,7.83
5521,UFC 2009 Undisputed,Xbox 360,8.22,8.49,7.95
5522,Tekken Tag Tournament 2,Xbox 360,8.28,8.49,8.07
5523,Portal Knights,Switch,7.64,8.49,6.79
5524,Vostok Inc.,PS4,7.74,8.49,6.98
5525,The Witcher 2: Assassins of Kings - Enhanced Edition,Xbox 360,8.65,8.49,8.81
5526,Test Drive Unlimited,Xbox 360,8.15,8.49,7.81
5527,Army of Two: The 40th Day,Xbox 360,7.93,8.49,7.36
5528,Dynasty Warriors 7,Xbox 360,7.38,8.49,6.27
5529,WWE SmackDown vs. RAW 2009,Xbox 360,8.0,8.49,7.52
5530,The Bigs 2,Xbox 360,7.95,8.49,7.41
5531,Call of Duty 2,Xbox 360,8.22,8.49,7.96
5532,Battlestar Galactica Deadlock,PS4,7.84,8.49,7.19
5533,The Evil Within,Xbox One,8.06,8.49,7.63
5534,The Operative: No One Lives Forever,PC,8.26,8.49,8.03
5535,Thimbleweed Park,Xbox One,8.28,8.49,8.06
5536,M&M: Elemental Guardians,iOS,7.98,8.49,7.48
5537,Down The Mountain,iOS,7.91,8.49,7.33
5538,Call of Duty: Black Ops,Xbox 360,8.41,8.49,8.34
5539,Star Wars: Battlefront II,PC,7.63,8.49,6.77
5540,Resonance,PC,8.15,8.49,7.82
5541,The Unspoken,PC,8.0,8.49,7.51
5542,Best Rally,iOS,8.16,8.49,7.83
5543,Sniper Elite V2,Xbox 360,7.6,8.49,6.72
5544,Sometimes You Die,iOS,8.23,8.49,7.98
5545,Spec Ops: The Line,Xbox 360,8.02,8.49,7.55
5546,Vanquish,Xbox 360,8.36,8.49,8.23
5547,Saban's Mighty Morphin Power Rangers: Mega Battle,PS4,6.68,8.49,4.87
5548,BlazBlue Cross Tag Battle,Switch,8.05,8.49,7.62
5549,Castlevania: Lords of Shadow 2,Xbox 360,7.67,8.49,6.85
5550,Extreme Exorcism,Wii U,7.94,8.49,7.4
5551,Transformers: Rise of the Dark Spark,Xbox 360,6.89,8.49,5.29
5552,Contrast,PS3,7.7,8.49,6.91
5553,Halo Wars,Xbox 360,8.22,8.49,7.95
5554,Anomaly: Warzone Earth,PC,8.19,8.48,7.9
5555,Sonic Mania,Switch,8.36,8.49,8.24
5556,The Mooseman,iOS,8.18,8.49,7.87
5557,Burnout Paradise,Xbox 360,8.38,8.49,8.27
5558,Dynasty Warriors: Gundam 2,Xbox 360,7.25,8.49,6.02
5559,HyperParasite,PC,8.03,8.49,7.58
5560,UNCHARTED: Fight For Fortune,PS Vita,7.54,8.49,6.59
5561,Crackdown 2,Xbox 360,7.72,8.49,6.96
5562,The Lord of the Rings: The Battle for Middle-earth II,Xbox 360,8.1,8.48,7.72
5563,Divekick,PS Vita,7.79,8.48,7.09
5564,'Splosion Man,Xbox 360,8.26,8.48,8.03
5565,Popup Dungeon,PC,7.97,8.48,7.46
5566,Stranger Things 3: The Game,Xbox One,7.79,8.48,7.1
5567,Figment,PC,8.12,8.48,7.75
5568,Charlie Murder,Xbox 360,8.09,8.48,7.7
5569,Entwined,PS Vita,7.58,8.48,6.69
5570,Police Stories,PC,7.97,8.48,7.46
5571,Republique,PS4,7.79,8.48,7.09
5572,Dragon Ball Xenoverse,Xbox One,7.75,8.48,7.02
5573,Rebel Galaxy,PC,8.06,8.48,7.63
5574,Metro 2033,Xbox 360,7.94,8.48,7.4
5575,The Legend of Spyro: Dawn of the Dragon,Xbox 360,7.5,8.48,6.51
5576,Lost Planet 2,Xbox 360,7.68,8.48,6.87
5577,Call of Duty: Black Ops II,Xbox 360,8.39,8.48,8.3
5578,Dante's Inferno,Xbox 360,7.96,8.48,7.43
5579,Steins;Gate,PC,7.89,8.48,7.31
5580,PAC-MAN and the Ghostly Adventures 2,PS3,7.6,8.48,6.71
5581,NCAA Football 09,Xbox 360,8.08,8.48,7.68
5582,The Darkness II,Xbox 360,8.1,8.48,7.71
5583,Sushi Striker: The Way of Sushido,Switch,8.01,8.48,7.54
5584,Project Hospital,PC,7.93,8.48,7.37
5585,Aegis of Earth: Protonovus Assault,PS Vita,7.54,8.48,6.6
5586,FIFA 20,PS4,8.16,8.48,7.83
5587,Sublevel Zero,PC,7.82,8.48,7.15
5588,Serious Sam 3: BFE,Xbox 360,7.65,8.48,6.81
5589,Tower of Guns,PC,7.9,8.48,7.31
5590,Tropico 4,Xbox 360,7.88,8.48,7.27
5591,Poker Night 2,Xbox 360,7.68,8.48,6.88
5592,The Lord of the Rings: War in the North,Xbox 360,7.47,8.48,6.46
5593,Teslagrad,iOS,8.21,8.48,7.95
5594,Saints Row,Xbox 360,8.15,8.48,7.82
5595,Hand of Fate 2,PC,8.23,8.48,7.97
5596,Family Guy: Back to the Multiverse,Xbox 360,6.52,8.48,4.56
5597,Michael Jackson: The Experience,Xbox 360,7.38,8.48,6.28
5598,Horizon Chase Turbo,Xbox One,7.92,8.48,7.35
5599,War for the Overworld,PC,7.97,8.48,7.46
5600,Call of Duty: Modern Warfare 3,Xbox 360,8.54,8.48,8.61
5601,Antihero,PC,8.25,8.48,8.02
5602,Modern Command,iOS,7.77,8.48,7.07
5603,Phantasy Star Universe,Xbox 360,7.68,8.48,6.88
5604,Lost Horizon,PC,7.82,8.48,7.16
5605,Darksiders Genesis,PC,8.15,8.48,7.83
5606,Guardians of Middle-Earth,Xbox 360,7.97,8.48,7.45
5607,Call of Duty: Advanced Warfare,PS4,8.33,8.48,8.17
5608,The King of Fighters XIII,Xbox 360,8.23,8.48,7.97
5609,Medal of Honor,Xbox 360,7.92,8.48,7.35
5610,Buddy & Me: Dream Edition,Wii U,7.52,8.48,6.57
5611,Deathtrap Dungeon: The Interactive Video Adventure,PC,7.93,8.48,7.38
5612,WarGroove,PC,8.3,8.48,8.12
5613,The Binding of Isaac: Afterbirth+,Switch,8.39,8.48,8.31
5614,Need for Speed: Shift,Xbox 360,8.09,8.48,7.69
5615,Returner Zhero,iOS,8.16,8.48,7.83
5616,Never Alone,PS4,7.89,8.48,7.31
5617,Poker Night 2,PC,8.01,8.48,7.54
5618,Doom 3,PC,8.25,8.48,8.02
5619,Dragon Blaze,iOS,7.91,8.48,7.33
5620,Forza Motorsport 2,Xbox 360,8.46,8.48,8.43
5621,Gun,Xbox 360,7.75,8.48,7.02
5622,Mirror's Edge,Xbox 360,8.12,8.48,7.76
5623,Wet,Xbox 360,7.65,8.48,6.82
5624,Renegade Ops,PS3,8.17,8.48,7.86
5625,Need for Speed: Most Wanted - A Criterion Game,Xbox 360,8.32,8.48,8.16
5626,Ace Combat 6: Fires of Liberation,Xbox 360,8.2,8.48,7.91
5627,The Legend of Korra,Xbox 360,7.13,8.48,5.78
5628,Maize,Xbox One,7.64,8.48,6.81
5629,The Almost Gone,PC,7.82,8.48,7.16
5630,Danganronpa V3: Killing Harmony,PC,8.22,8.48,7.96
5631,Unreal Tournament III,Xbox 360,8.02,8.48,7.57
5632,Assassin's Creed Liberation HD,Xbox 360,7.5,8.48,6.51
5633,Chronicles of Teddy: Harmony of Exidus,PS4,7.89,8.48,7.31
5634,Tom Clancy's Ghost Recon: Advanced Warfighter 2,Xbox 360,8.38,8.48,8.29
5635,Street Fighter IV,Xbox 360,8.66,8.48,8.84
5636,Star Warfare2:Payback,iOS,7.78,8.48,7.08
5637,F.E.A.R. 3,Xbox 360,7.85,8.48,7.23
5638,F.E.A.R. 2: Project Origin,Xbox 360,7.99,8.48,7.51
5639,WWE 2K17,PS4,7.67,8.48,6.86
5640,Sine Mora EX,PS4,8.17,8.48,7.86
5641,"Bury me, my Love",iOS,8.15,8.48,7.83
5642,NHL 12,Xbox 360,8.39,8.48,8.3
5643,Mysterium: The Board Game,iOS,6.78,8.48,5.08
5644,Divinity: Original Sin Enhanced Edition,Xbox One,8.52,8.48,8.56
5645,Tom Clancy's Rainbow Six: Vegas,Xbox 360,8.46,8.48,8.44
5646,Snake Pass,PC,7.78,8.48,7.08
5647,SSX,Xbox 360,8.15,8.48,7.83
5648,Command & Conquer 3: Tiberium Wars,Xbox 360,8.13,8.48,7.78
5649,Tiger Woods PGA Tour 10,Xbox 360,8.01,8.48,7.55
5650,Fieldrunners Attack!,iOS,7.42,8.48,6.35
5651,Nier,PS3,7.59,8.48,6.71
5652,Magic: The Gathering – Duels of the Planeswalkers 2014,Xbox 360,8.24,8.48,8.0
5653,Age Of Zombies,PS Vita,7.61,8.48,6.75
5654,NHL 13,Xbox 360,8.21,8.48,7.95
5655,Zombie Tycoon II: Brainhov's Revenge,PS3,7.5,8.48,6.52
5656,Skylanders Giants,Xbox 360,8.1,8.48,7.72
5657,Tom Clancy's Splinter Cell: Double Agent,Xbox 360,8.41,8.48,8.34
5658,Flashback,PS3,7.14,8.48,5.8
5659,Overcooked! 2,Xbox One,8.13,8.48,7.78
5660,Final Fantasy XIII-2,Xbox 360,8.08,8.48,7.69
5661,Pure,Xbox 360,8.14,8.48,7.81
5662,LEGO® Builder's Journey,iOS,8.31,8.48,8.14
5663,Fable III,Xbox 360,8.26,8.48,8.05
5664,The Misadventures of P.B. Winterbottom,PC,8.02,8.48,7.56
5665,Joe Danger,PS Vita,8.26,8.47,8.04
5666,The Elder Scrolls IV: Oblivion,PS3,8.46,8.47,8.44
5667,Juicy Realm,iOS,8.4,8.47,8.33
5668,Dishonored: Death of the Outsider,PC,8.28,8.47,8.08
5669,Lord of Magna: Maiden Heaven,3DS,7.76,8.47,7.05
5670,The Witness,PC,8.46,8.47,8.45
5671,Pillars of Eternity II: Deadfire,PC,8.6,8.47,8.73
5672,Runic Rampage,iOS,7.9,8.47,7.33
5673,Shelter 2,PC,7.24,8.47,6.01
5674,Crimsonland HD,iOS,8.01,8.47,7.55
5675,Assassin's Creed,PS3,8.24,8.47,8.01
5676,80 Days,iOS,8.47,8.47,8.46
5677,Maize,PS4,7.28,8.47,6.1
5678,NBA Playgrounds,PS4,7.53,8.47,6.59
5679,Sprint Vector,PC,8.15,8.47,7.82
5680,Her Majesty's SPIFFING,PS4,8.01,8.47,7.55
5681,Red Faction: Armageddon,Xbox 360,7.73,8.47,7.0
5682,Wolfenstein,Xbox 360,7.73,8.47,6.98
5683,The Hong Kong Massacre,PS4,7.69,8.47,6.91
5684,Gas Guzzlers Extreme,PC,7.9,8.47,7.32
5685,Wonder Boy: The Dragon's Trap,Switch,8.21,8.47,7.94
5686,The Mage's Tale,PS4,7.76,8.47,7.05
5687,DRAGON QUEST II,iOS,8.08,8.47,7.68
5688,Sunset Overdrive,Xbox One,8.36,8.47,8.25
5689,Splatterhouse,Xbox 360,7.28,8.47,6.09
5690,The Wonderful 101: Remastered,PC,8.03,8.47,7.58
5691,Deadlight: Director's Cut,PS4,7.74,8.47,7.02
