Name,Platform,Play Score,Game Score,Critic Score
Aegis Defenders,PC,7.65,7.62,7.68
Silence of the Sleep,PC,7.26,7.62,6.89
Green Lantern: Rise of the Manhunters,PS3,7.08,7.62,6.54
Laser League,Xbox One,7.72,7.62,7.83
Valhalla Knights 3,PS Vita,6.54,7.62,5.45
Creature in the Well,Xbox One,7.55,7.62,7.48
Indoor Sports World,PS Vita,6.75,7.62,5.89
Venetica,PC,7.08,7.62,6.53
Fuel,PS3,7.10,7.62,6.58
Bedlam,PC,6.82,7.62,6.03
Galactic Civilizations III,PC,7.87,7.62,8.12
March of the Eagles,PC,7.49,7.62,7.37
Blazing Angels: Squadrons of WWII,PS3,7.28,7.62,6.94
Back to Bed,Android,7.64,7.62,7.66
Dyad,PS3,7.90,7.62,8.17
Citadel: Forged with Fire,PS4,7.33,7.62,7.05
CALENDULA,PC,7.23,7.62,6.84
Just Cause 3,Xbox One,7.53,7.62,7.45
Scarface: The World is Yours,PC,7.56,7.62,7.51
Ash of Gods: Redemption,PC,7.09,7.62,6.56
HITMAN 2,Xbox One,7.90,7.62,8.19
Shadows: Awakening,PC,7.40,7.61,7.18
Cars,PC,7.19,7.61,6.76
Wasteland 3,PC,8.06,7.61,8.50
THE KING OF FIGHTERS '97,iOS,7.46,7.61,7.30
Boundless,PC,7.52,7.61,7.42
ATOMEGA,PC,7.12,7.61,6.62
Spike Volleyball,PS4,6.50,7.61,5.39
WRC 5: FIA World Rally Championship,PS4,7.06,7.61,6.51
Halo 5: Guardians,Xbox One,8.01,7.61,8.40
Super Lucky's Tale,PC,7.05,7.61,6.50
Trials Evolution: Gold Edition,PC,7.93,7.61,8.25
TINY METAL: FULL METAL RUMBLE,PC,7.36,7.61,7.12
Brawlout,PS4,7.00,7.61,6.40
Operation Flashpoint: Red River,PS3,7.33,7.61,7.05
Gunvolt Chronicles: Luminous Avenger iX,Switch,7.68,7.61,7.75
Fist of the North Star: Ken's Rage,PS3,6.57,7.61,5.52
White Night,PC,7.37,7.61,7.14
Secret of Mana,Android,7.44,7.61,7.28
Saw: The Video Game,PS3,6.85,7.61,6.09
100ft Robot Golf,PS4,6.78,7.61,5.95
Total Tank Simulator,PC,7.21,7.61,6.81
The Huntsman: Winter's Curse,PS4,6.44,7.61,5.27
The Complex,PC,6.93,7.61,6.26
Runner3,PC,7.62,7.61,7.63
Dragon Ball Xenoverse 2,Xbox One,7.54,7.61,7.47
Quiplash,Xbox One,7.86,7.61,8.12
The Red Solstice,PC,7.33,7.61,7.06
The Peanuts Movie: Snoopy's Grand Adventure,Xbox One,7.17,7.61,6.73
Super Tank Blitz,Android,7.14,7.61,6.68
Fear Effect Sedna,PS4,6.46,7.61,5.31
5 Star Wrestling,PS3,6.58,7.61,5.55
Ride,PC,7.30,7.61,6.99
Bomb Hunters,Android,7.69,7.60,7.78
Night at the Museum: Battle of the Smithsonian,Xbox 360,6.86,7.60,6.11
Minecraft Dungeons,Xbox One,7.38,7.60,7.15
Transport Tycoon,iOS,7.66,7.60,7.72
Child of Light Ultimate Edition,Switch,7.95,7.60,8.29
Inside Out Thought Bubbles,iOS,7.09,7.60,6.58
The Surge,PC,7.60,7.60,7.59
Closers,PC,7.10,7.60,6.61
LEGO Marvel Super Heroes: Universe in Peril,Android,7.32,7.60,7.03
Super Stickman Golf 3,Android,7.96,7.60,8.32
Might & Magic: Chess Royale - Heroes Reborn,Android,7.59,7.60,7.58
Bit City,Android,7.75,7.60,7.91
NAtURAL DOCtRINE,PS3,6.82,7.60,6.04
Elune,Android,6.94,7.60,6.28
Bounzy!,Android,7.64,7.60,7.68
Eve Online,PC,7.66,7.60,7.71
TEPPEN,Android,7.47,7.60,7.35
Boo Bunny Plague,PC,6.70,7.60,5.79
LEGO The Hobbit,PC,7.31,7.60,7.02
Dissidia Final Fantasy NT,PS4,7.15,7.60,6.70
Asphalt Street Storm Racing,Android,7.19,7.60,6.78
Dota Underlords,Android,7.55,7.60,7.50
Command & Conquer: Rivals PVP,Android,7.73,7.60,7.86
Shaun White Snowboarding,PS3,7.12,7.60,6.63
Modern Combat Versus,Android,7.32,7.60,7.03
Implosion - Never Lose Hope,Android,7.94,7.60,8.28
Order & Chaos 2: 3D MMO RPG,Android,7.64,7.60,7.68
Conan Exiles,PC,7.24,7.60,6.89
Just Dance Now,Android,7.60,7.60,7.61
FIFA Mobile Football,Android,7.31,7.60,7.02
Hand of Fate,Xbox One,7.62,7.60,7.64
Driver: San Francisco,PC,7.63,7.60,7.66
Trism II,iOS,7.34,7.60,7.08
Project CARS,PC,7.92,7.60,8.25
Phantom Doctrine,PC,7.39,7.60,7.18
LEGO Worlds,PC,7.36,7.60,7.13
Darksiders II: Deathinitive Edition,PC,6.97,7.60,6.35
Draugen,PC,7.56,7.60,7.53
Far Cry 5,PC,7.74,7.60,7.88
Magicka: Wizard Wars,PC,7.32,7.60,7.05
Aliens vs. Predator,PS3,7.21,7.60,6.82
PONCHO,PS4,7.02,7.60,6.44
Homesick,PC,7.49,7.60,7.39
MotorStorm,PS3,7.60,7.60,7.61
Far Cry New Dawn,PC,7.54,7.60,7.48
Sparklite,PC,7.24,7.60,6.88
The Rivers of Alice : Extended Version,Wii U,7.42,7.60,7.24
Nine Parchments,PC,7.09,7.59,6.59
Donut County,iOS,7.80,7.59,8.01
Guitar Hero: Smash Hits,PS3,7.40,7.59,7.21
The Occupation,PC,7.05,7.59,6.51
Sniper Elite,PC,7.41,7.59,7.23
NBA Live 15,Xbox One,6.80,7.59,6.01
NHL 15,Xbox One,6.95,7.59,6.30
DreadOut,PC,6.92,7.59,6.26
Major League Baseball 2K11,Xbox 360,7.33,7.59,7.07
SEKIRO: Shadows Die Twice,Xbox One,8.22,7.59,8.85
The Spatials: Galactology,PC,7.26,7.59,6.93
MVP Baseball 2005,PC,7.82,7.59,8.04
Defiance,PC,6.99,7.59,6.40
This Is the Police 2,PC,7.36,7.59,7.12
Street Fighter IV,PC,8.17,7.59,8.74
Game of Thrones - A Telltale Games Series,PC,7.21,7.59,6.82
HITMAN 2,PS4,7.94,7.59,8.29
Anomaly: Warzone Earth,PS3,7.70,7.59,7.81
Teslagrad,Xbox One,7.44,7.59,7.28
Saints Row: Gat out of Hell,Xbox One,7.28,7.59,6.96
Bethesda Pinball,iOS,7.24,7.59,6.88
Miasmata,PC,7.60,7.59,7.62
1979 Revolution: Black Friday,PC,7.63,7.59,7.67
Gang Beasts,Xbox One,7.18,7.59,6.78
Wizardry: Labyrinth of Lost Souls,PC,6.58,7.59,5.58
Get Even,PC,7.42,7.59,7.26
Hello Neighbor,iOS,7.21,7.59,6.83
EVE Echoes,iOS,7.88,7.59,8.18
Big Pharma,PC,7.49,7.58,7.39
Bokida - Heartfelt Reunion,PC,7.35,7.58,7.11
World of Tanks,PC,7.70,7.58,7.82
I Hate Running Backwards,PC,7.27,7.58,6.96
Pro Evolution Soccer 2011 3D,3DS,7.35,7.58,7.11
Battlefield 1942,PC,7.84,7.58,8.09
Spider-Man: Web of Shadows,PC,7.10,7.58,6.63
Infinity Runner,PS4,6.58,7.58,5.58
Shaun White Snowboarding,PC,7.34,7.58,7.09
Distrust,PC,7.35,7.58,7.13
Crypt of the NecroDancer Pocket Edition,iOS,8.15,7.58,8.72
Syberia 3,PS4,6.69,7.58,5.80
Tharsis,PS4,7.17,7.58,6.76
N.E.R.O.: Nothing Ever Remains Obscure,PS4,6.86,7.58,6.15
No Time to Explain,Xbox One,7.01,7.58,6.44
Rockstars of Ooo - Adventure Time Rhythm Game,iOS,7.22,7.58,6.87
Flame Over,PS Vita,7.42,7.58,7.27
Assetto Corsa,PS4,7.44,7.58,7.31
Overwatch,Xbox One,8.07,7.58,8.56
Trillion: God of Destruction,PS Vita,7.03,7.58,6.49
Remothered: Tormented Fathers,Xbox One,7.07,7.58,6.57
Victor Vran: Overkill Edition,Xbox One,7.64,7.57,7.71
Angry Birds Star Wars,PS4,6.81,7.57,6.05
Romancing SaGa 2,Switch,7.43,7.57,7.29
Super Exploding Zoo,PS4,7.19,7.57,6.81
Shadwen,PC,6.76,7.57,5.95
Transference,PC,7.49,7.57,7.41
Legends of Eisenwald,PC,7.18,7.57,6.79
Terrian Saga: KR-17,PC,7.56,7.57,7.54
The Sailor’s Dream,iOS,7.45,7.57,7.33
Warhammer Quest,iOS,7.90,7.57,8.23
Narco Terror,PC,6.91,7.57,6.26
ObsCure,PC,7.33,7.57,7.09
Kamiko,Switch,7.30,7.57,7.03
Homefront: The Revolution,PS4,6.50,7.57,5.44
LEGO Star Wars: The Force Awakens,iOS,7.82,7.57,8.08
Street Fighter X Mega Man,PC,7.49,7.57,7.40
Just Dance 2014,Xbox 360,7.58,7.57,7.59
Soccer Rally 2: World Championship,iOS,7.57,7.57,7.58
Armikrog.,Xbox One,7.04,7.57,6.52
Test Drive Unlimited 2,PS3,7.31,7.57,7.06
Touhou Kobuto V: Burst Battle,PS4,6.08,7.57,4.60
Band Hero,Xbox 360,7.51,7.56,7.45
FINALFANTASY XV POCKET EDITION,iOS,7.90,7.56,8.23
The Assembly,PS4,6.60,7.56,5.63
Prince of Persia: The Two Thrones,PC,7.99,7.56,8.42
Castlevania: SotN,iOS,7.88,7.56,8.20
de Blob,Xbox One,7.19,7.56,6.81
Pro Evolution Soccer 2015,Xbox One,7.65,7.56,7.75
Call of Duty: Modern Warfare 3,PS3,8.00,7.56,8.44
Guitar Hero: Aerosmith,PS3,7.11,7.56,6.66
The Amazing Spider-Man 2,PC,6.67,7.56,5.78
Splatterhouse,PS3,6.69,7.56,5.82
Project Spark,Xbox One,7.52,7.56,7.47
Madden NFL 07,PC,7.73,7.56,7.91
DiRt 2,PC,7.86,7.56,8.15
Dust: An Elysian Tail,Switch,7.72,7.56,7.89
The Crew 2,Xbox One,7.18,7.56,6.81
Ravensword: Shadowlands 3d RPG,Android,7.79,7.56,8.03
F.E.A.R. 2: Project Origin,PS3,7.66,7.56,7.77
Lost Sphear,Switch,7.26,7.56,6.96
Warframe,Switch,7.88,7.56,8.21
Medal of Honor: Airborne,PS3,7.58,7.56,7.60
Transformers: Rise of the Dark Spark,PS4,6.52,7.55,5.48
Mercenaries 2: World in Flames,PS3,7.19,7.55,6.83
Schrodinger's Cat and the Raiders of the Lost Quark,PC,7.09,7.55,6.64
Lost Planet: Extreme Condition,PC,7.26,7.55,6.98
Everybody's Gone to the Rapture,PS4,7.53,7.55,7.50
Bionic Commando,PS3,7.42,7.55,7.29
The Technomancer,PS4,7.00,7.55,6.45
Neverending Nightmares,PC,7.37,7.55,7.18
Wind-up Knight 2,Wii U,7.23,7.55,6.91
EA Sports UFC 3,PS4,7.59,7.55,7.63
DIRAC,Android,7.45,7.55,7.34
Downwell,Switch,7.92,7.55,8.29
The Adventures of Tintin: The Game,Xbox 360,6.99,7.55,6.44
Gone Home,PC,7.99,7.55,8.42
Creature in the Well,PC,7.44,7.55,7.34
Painkiller: Hell & Damnation,PC,7.07,7.55,6.59
NASCAR '14,PS3,7.18,7.55,6.81
Growtopia,iOS,7.41,7.55,7.27
Elven Legacy,PC,7.48,7.54,7.41
Dead Rising 2,PC,7.45,7.54,7.37
The Simpsons Game,Xbox 360,7.26,7.54,6.97
Ether One,PC,7.73,7.54,7.92
One Strike,Switch,7.07,7.54,6.60
Puyo Puyo Champions,Xbox One,7.50,7.54,7.46
Cloud Chamber,PC,7.44,7.54,7.34
Silent Hill: Homecoming,PS3,7.47,7.54,7.41
The Lord of the Rings: War in the North,PS3,6.83,7.54,6.12
WARSAW,PC,7.09,7.54,6.63
F1 2018,Xbox One,7.90,7.54,8.26
F1 2015,Xbox One,6.98,7.54,6.42
Guacamelee! Super Turbo Championship Edition,Switch,7.93,7.54,8.32
Drakensang,PC,7.50,7.54,7.47
Red Goddess: Inner World,PS4,6.62,7.54,5.70
DiRT 4,Xbox One,7.92,7.54,8.30
Final Fantasy XIII,PS3,7.70,7.54,7.87
Doki-Doki Universe,PS4,7.19,7.54,6.85
Valkyria Revolution,PS4,6.62,7.54,5.71
NHL 15,Xbox 360,7.30,7.53,7.06
Backbreaker,PS3,6.91,7.53,6.29
Unruly Heroes,PC,7.72,7.53,7.90
2014 FIFA World Cup Brazil,Xbox 360,7.38,7.53,7.22
BREAK ARTS II,PC,7.30,7.53,7.08
Stela,iOS,7.53,7.53,7.52
Joe Dever's Lone Wolf HD Remastered,PC,7.36,7.53,7.18
Bush Hockey League,PS4,6.71,7.53,5.90
Tom Clancy's Ghost Recon: Advanced Warfighter 2,PC,7.55,7.53,7.56
Heroes Over Europe,PS3,7.11,7.53,6.70
Ascent of Kings,Wii U,6.82,7.53,6.12
Narcosis,PC,7.20,7.53,6.88
Diablo III,PC,8.12,7.53,8.71
Life is Strange: Before the Storm,PC,7.48,7.53,7.43
Ratatouille,PS3,7.04,7.53,6.55
Ar tonelico Qoga: Knell of Ar Ciel,PS3,7.26,7.53,6.98
Tiger Woods PGA Tour 12: The Masters,Xbox 360,7.60,7.53,7.66
Child of Light,Xbox 360,7.81,7.53,8.09
STAR OCEAN First Departure R,Switch,7.49,7.53,7.44
Chocobo's Mystery Dungeon EVERY BUDDY,Switch,7.38,7.52,7.23
Call of Duty: Infinite Warfare Jackal Assault VR Experience,PS4,7.13,7.52,6.73
Niko: Through the Dream,PC,7.42,7.52,7.32
Fist of the North Star: Ken's Rage 2,Xbox 360,6.67,7.52,5.83
Karmaflow: The Rock Opera Videogame,PC,6.91,7.52,6.29
Vane,PC,6.87,7.52,6.22
Armored Core: Verdict Day,Xbox 360,7.13,7.52,6.73
League of Legends,PC,7.84,7.52,8.15
The Spectrum Retreat,PC,7.33,7.52,7.14
Pro Evolution Soccer 2017,Xbox 360,7.71,7.52,7.91
Just Dance 3,Xbox 360,7.29,7.52,7.05
Lords of the Fallen,Android,7.02,7.52,6.52
Tomb Raider: Underworld,PC,7.55,7.52,7.59
Dead Space 3,PC,7.62,7.52,7.72
Bubsy: The Woolies Strike Back,PS4,6.18,7.52,4.85
Blood Bowl 2,PS4,7.41,7.52,7.31
Fantasy Strike,PC,7.40,7.52,7.28
Harry Potter for Kinect,Xbox 360,6.68,7.52,5.85
Gone Home,iOS,7.63,7.52,7.75
Call of Duty: Black Ops II,PS3,7.73,7.52,7.95
Shining Resonance Refrain,PC,7.11,7.51,6.70
Raving Rabbids: Alive & Kicking,Xbox 360,6.55,7.51,5.59
Jade Empire: Special Edition,PC,7.60,7.51,7.68
Dust: An Elysian Tail,Xbox 360,7.90,7.51,8.29
Bard's Gold,PS4,7.16,7.51,6.81
F.E.A.R.,PS3,7.55,7.51,7.59
Marvel Avengers: Battle for Earth,Xbox 360,7.03,7.51,6.55
Monochroma,PC,6.78,7.51,6.05
Gunbrick,Android,7.97,7.51,8.42
The LEGO Movie 2 Videogame,PC,6.96,7.51,6.41
Mercenary Kings,PC,7.67,7.51,7.82
Master Reboot,PC,7.21,7.51,6.91
Killer is Dead,Xbox 360,7.12,7.51,6.73
NHL 15,PS4,6.82,7.51,6.12
Arena of Valor,Switch,7.60,7.51,7.68
Sine Mora,Xbox 360,7.71,7.51,7.91
You Don't Know Jack,Xbox 360,7.82,7.51,8.13
Offworld Trading Company,PC,7.61,7.51,7.70
Sesame Street: Once Upon a Monster,Xbox 360,7.62,7.51,7.74
Pro Evolution Soccer 2016,Xbox 360,7.79,7.51,8.07
Don't Shoot Yourself!,iOS,7.59,7.51,7.67
Grid Autosport,Xbox 360,7.51,7.51,7.50
F1 2014,Xbox 360,7.06,7.51,6.62
Tornado Outbreak,Xbox 360,7.20,7.51,6.90
Daymare: 1998,PC,6.84,7.51,6.17
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Xbox 360,7.87,7.51,8.24
Hard Corps: Uprising,Xbox 360,7.40,7.51,7.29
Brothers: A Tale of Two Sons,Xbox 360,7.93,7.51,8.35
NASCAR Heat Evolution,PS4,6.73,7.51,5.95
Kinect Star Wars,Xbox 360,6.67,7.51,5.84
Brave: The Video Game,Xbox 360,7.22,7.51,6.93
Metal Gear Survive,PS4,6.84,7.51,6.17
IL-2 Sturmovik: Birds of Prey,Xbox 360,7.68,7.51,7.86
Double Dragon: Neon,Xbox 360,7.01,7.51,6.51
PAC-MAN and the Ghostly Adventures,Xbox 360,6.90,7.51,6.29
Magic: The Gathering - Duels of the Planeswalkers 2015,Xbox 360,7.39,7.51,7.27
Pac-Man Museum,Xbox 360,7.18,7.51,6.86
Virtua Fighter 5,PS3,7.87,7.51,8.24
Hell Yeah! Wrath of the Dead Rabbit,Xbox 360,7.19,7.51,6.87
Shiness: The Lightning Kingdom,Xbox One,7.06,7.50,6.61
Randal's Monday,PC,6.83,7.50,6.16
Rayman 3 HD,Xbox 360,7.39,7.50,7.27
Bus Simulator 18,PC,7.17,7.50,6.85
Rogue State,PC,7.11,7.50,6.71
Trials Fusion,Xbox 360,7.64,7.50,7.78
Lara Croft and the Guardian of Light,Xbox 360,8.00,7.50,8.50
Gone Home: Console Edition,PS4,8.03,7.50,8.55
Battleheart 2,iOS,7.58,7.50,7.67
James Bond 007: Blood Stone,Xbox 360,6.87,7.50,6.23
Indivisible,PC,7.63,7.50,7.77
Insanely Twisted Shadow Planet,Xbox 360,7.44,7.50,7.37
Construction Simulator 2015,PC,7.29,7.50,7.08
Major League Baseball 2K9,PS3,7.00,7.50,6.50
Sniper Ghost Warrior Contracts,PC,7.29,7.50,7.07
Castle of Illusion starring Mickey Mouse,Xbox 360,7.27,7.50,7.03
Fuel,Xbox 360,7.19,7.50,6.88
Chaos Reborn,PC,7.64,7.50,7.78
NBA 2K7,Xbox 360,7.72,7.50,7.94
Kerbal Space Program,PS4,7.66,7.50,7.82
Contrast,Xbox 360,7.13,7.50,6.76
Cloudy with a Chance of Meatballs,PS3,6.84,7.50,6.18
The Incredible Hulk,PS3,6.80,7.50,6.09
Skulls of the Shogun,Xbox 360,7.67,7.50,7.83
Warp,Xbox 360,7.23,7.50,6.96
Kung Fu Panda,Xbox 360,7.30,7.50,7.10
American Fugitive,PC,7.36,7.50,7.21
NHL 2K10,Xbox 360,7.17,7.50,6.84
Asemblance,PS4,6.79,7.50,6.08
Gatling Gears,Xbox 360,7.47,7.50,7.43
Tony Hawk Project 8,PS3,7.52,7.50,7.54
Metal Gear Solid V: Ground Zeroes,Xbox 360,7.58,7.50,7.66
Pro Evolution Soccer 2012,Xbox 360,7.69,7.50,7.88
Rock of Ages,Xbox 360,7.29,7.50,7.09
God Mode,Xbox 360,6.85,7.50,6.21
Rush'n Attack: Ex-Patriot,Xbox 360,6.31,7.50,5.13
Quantum Conundrum,Xbox 360,7.62,7.50,7.74
Darksiders III,PC,7.32,7.50,7.14
Lego Rock Band,Xbox 360,7.33,7.50,7.16
Albion Online,PC,7.44,7.50,7.38
London 2012: The Official Video Game,Xbox 360,6.86,7.50,6.22
Cloudy with a Chance of Meatballs,Xbox 360,6.81,7.50,6.11
Bionic Commando,Xbox 360,7.20,7.50,6.90
Zombie Driver HD,Xbox 360,7.07,7.50,6.64
Happy Tree Friends: False Alarm,Xbox 360,6.74,7.50,5.98
Bionic Commando Rearmed 2,Xbox 360,7.09,7.50,6.68
F1 2013,Xbox 360,7.63,7.50,7.76
South Park: Tenorman's Revenge,Xbox 360,6.35,7.50,5.20
Medal of Honor,PC,7.31,7.50,7.12
Magic: The Gathering – Duels of the Planeswalkers 2013,Xbox 360,7.43,7.50,7.36
I Am Alive,Xbox 360,7.26,7.50,7.02
Sherlock Holmes vs. Jack the Ripper,Xbox 360,7.34,7.50,7.18
Hybrid,Xbox 360,7.42,7.50,7.33
NBA Live 09,Xbox 360,7.50,7.50,7.50
Dead Block,Xbox 360,6.44,7.50,5.39
Uncanny Valley,PS4,7.05,7.50,6.59
Tony Hawk's Pro Skater HD,Xbox 360,6.99,7.50,6.48
Outward,PC,7.12,7.50,6.75
Dirt: Showdown,Xbox 360,7.45,7.50,7.39
DORAEMON STORY OF SEASONS,Switch,7.33,7.50,7.16
Fire Pro Wrestling,Xbox 360,6.37,7.50,5.23
Cars,Xbox 360,7.15,7.50,6.81
Ghostbusters: Sanctum of Slime,Xbox 360,6.34,7.50,5.17
Rise of the Guardians,Xbox 360,6.47,7.50,5.44
Crimson Alliance,Xbox 360,7.55,7.50,7.60
Harry Potter and the Half Blood Prince,Xbox 360,7.02,7.50,6.55
Tom Clancy's H.A.W.X 2,Xbox 360,7.35,7.50,7.20
G.I. Joe: The Rise of Cobra,Xbox 360,6.11,7.50,4.72
Kung Fu Panda 2,Xbox 360,6.35,7.50,5.19
Project CARS 3,PS4,7.18,7.50,6.85
Alien Breed 2: Assault,Xbox 360,7.18,7.50,6.86
Youtubers Life,PC,7.42,7.50,7.34
Juiced 2: Hot Import Nights,Xbox 360,7.08,7.50,6.67
Ratatouille,Xbox 360,6.69,7.50,5.88
Blood Bowl,Xbox 360,6.89,7.50,6.29
Saw: The Video Game,Xbox 360,6.68,7.50,5.87
Deadlight,Xbox 360,7.19,7.50,6.89
50 Cent: Blood on the Sand,Xbox 360,7.27,7.50,7.04
Gas Guzzlers Extreme,Xbox One,7.24,7.50,6.98
Heroes Over Europe,Xbox 360,6.93,7.50,6.36
Drawn to Life,iOS,6.98,7.50,6.47
Kameo: Elements of Power,Xbox 360,7.50,7.50,7.50
Harry Potter and the Order of the Phoenix,Xbox 360,7.00,7.50,6.51
Fist of the North Star: Ken's Rage,Xbox 360,6.71,7.50,5.93
Monster Jam Steel Titans,PC,6.97,7.50,6.45
Saw II: Flesh & Blood,Xbox 360,6.34,7.50,5.19
Special Forces: Team X,Xbox 360,6.72,7.50,5.95
Race Pro,Xbox 360,7.56,7.50,7.63
Train Sim World,Xbox One,7.09,7.49,6.68
Consortium,PC,7.06,7.49,6.63
Shoot Many Robots,Xbox 360,7.28,7.49,7.07
Sonic Free Riders,Xbox 360,6.24,7.49,4.99
Obliteracers,PS4,7.33,7.49,7.16
The Flame in the Flood,PC,7.37,7.49,7.24
Skyhill,PC,7.12,7.49,6.74
Shaun White Snowboarding,Xbox 360,7.12,7.49,6.75
Watchmen: The End Is Nigh,Xbox 360,6.61,7.49,5.73
Monaco: What's Yours Is Mine,Xbox 360,7.76,7.49,8.04
Death's Gambit,PC,7.22,7.49,6.94
Blood Bowl 2,PC,7.39,7.49,7.29
Stick it to The Man,PS4,7.42,7.49,7.36
Ridge Racer Unbounded,Xbox 360,7.09,7.49,6.69
Blazing Angels: Squadrons of WWII,Xbox 360,7.08,7.49,6.67
007 Legends,PS3,6.04,7.49,4.60
Prey (2006),Xbox 360,7.55,7.49,7.61
Blair Witch,PC,7.24,7.49,6.98
Pacific Rim,Xbox 360,6.20,7.49,4.91
MUD - FIM Motocross World Championship,Xbox 360,6.77,7.49,6.05
Disney's Meet the Robinsons,Xbox 360,7.15,7.49,6.81
White Knight Chronicles: International Edition,PS3,7.11,7.49,6.72
Def Jam: Icon,Xbox 360,7.17,7.49,6.85
CSI: NY,PC,6.39,7.49,5.29
Kung Fu FIGHT!,Wii U,7.07,7.49,6.66
Tony Hawk: Ride,Xbox 360,6.14,7.49,4.79
Risen 2: Dark Waters,Xbox 360,6.93,7.49,6.37
Mantis Burn Racing,PC,7.10,7.49,6.71
James Cameron's Avatar: The Game,PS3,7.02,7.49,6.55
Ingress,iOS,7.55,7.49,7.61
Castle of Illusion Starring Mickey Mouse,iOS,7.75,7.49,8.02
Dragon Ball Z for Kinect,Xbox 360,6.19,7.49,4.89
Elite: Dangerous,Xbox One,7.66,7.49,7.84
World of Final Fantasy Maxima,Switch,7.47,7.49,7.46
Amped 3,Xbox 360,7.20,7.49,6.92
FIFA 15,PS Vita,7.22,7.49,6.96
Too Human,Xbox 360,6.97,7.48,6.45
Bodycount,Xbox 360,6.37,7.48,5.25
TimeShift,Xbox 360,7.14,7.48,6.79
FlatOut: Ultimate Carnage,Xbox 360,7.61,7.48,7.73
TNA iMPACT!,Xbox 360,7.09,7.48,6.71
Dark Sector,Xbox 360,7.22,7.48,6.96
Starseed Pilgrim,PC,7.64,7.48,7.80
Iron Man,Xbox 360,6.37,7.48,5.27
Call of Duty: Black Ops III,PC,7.64,7.48,7.79
Space Hulk: Tactics,Xbox One,7.22,7.48,6.96
Just Cause,Xbox 360,7.31,7.48,7.13
FOX n FORESTS,PC,7.11,7.48,6.73
Superman Returns,Xbox 360,6.48,7.48,5.47
Vikings: Wolves of Midgard,Xbox One,7.04,7.48,6.61
Blades of Time,PS3,6.63,7.48,5.78
Clive Barker's Jericho,Xbox 360,7.16,7.48,6.84
Dex,Xbox One,6.98,7.48,6.48
Sumioni: Demon Arts,PS Vita,6.71,7.48,5.94
Punch Club,Xbox One,7.44,7.48,7.39
Kane & Lynch: Dead Men,Xbox 360,6.97,7.48,6.47
Sonic the Hedgehog,Xbox 360,6.17,7.48,4.86
Raging Justice,Xbox One,7.22,7.48,6.96
Trinity Universe,PS3,6.98,7.48,6.48
The Aquatic Adventure of the Last Human,PC,7.69,7.47,7.91
Dead Island Retro Revenge,PS4,7.09,7.47,6.71
Inversion,Xbox 360,6.50,7.47,5.53
Ghostbusters: The Video Game Remastered,Switch,7.36,7.47,7.25
Call of Juarez: The Cartel,Xbox 360,6.26,7.47,5.04
Harry Potter and the Order of the Phoenix,PS3,7.11,7.47,6.74
Eat Lead: The Return of Matt Hazard,Xbox 360,6.60,7.47,5.73
Kung Fu Rabbit,Wii U,7.23,7.47,6.99
The King of Fighters XII,Xbox 360,7.00,7.47,6.52
Risen,Xbox 360,6.73,7.47,5.98
Chainsaw Warrior,Android,7.15,7.47,6.82
Alone in the Dark,Xbox 360,6.94,7.47,6.41
Madden NFL 06,Xbox 360,7.34,7.47,7.21
Syberia 3,Xbox One,6.94,7.47,6.40
Gomo,PC,6.48,7.47,5.48
Mudd Masher,iOS,7.03,7.47,6.58
Cities in Motion,PC,7.37,7.47,7.27
Submerged,Xbox One,6.55,7.47,5.63
Inversion,PS3,6.74,7.47,6.01
Tracks - The Toy Train Set Game,Xbox One,7.32,7.47,7.17
Flinthook,PC,7.67,7.47,7.87
Tiger Woods PGA Tour 14,Xbox 360,7.52,7.47,7.57
Guild of Dungeoneering,PC,7.46,7.47,7.46
Starpoint Gemini 2,Xbox One,7.16,7.47,6.85
Rogue Trooper Redux,PC,7.24,7.47,7.01
Monster Energy Supercross - The Official Videogame,Xbox One,7.07,7.47,6.67
Tom Clancy's EndWar,PC,7.24,7.46,7.02
The Bard's Tale IV: Director's Cut,PC,7.50,7.46,7.54
Super Toy Cars,Xbox One,6.84,7.46,6.23
Moebius: Empire Rising,PC,6.54,7.46,5.62
Lake Ridden,PC,7.33,7.46,7.21
Dungeons 2,PC,7.18,7.46,6.90
STRAFE,PC,7.07,7.46,6.68
Stormrise,Xbox 360,6.54,7.46,5.62
Brawlout,Switch,6.96,7.46,6.46
"Please, Don't Touch Anything",iOS,7.38,7.46,7.30
Snake Pass,Switch,7.33,7.46,7.19
DiRt,PC,7.67,7.46,7.88
The Godfather: The Game,PC,7.44,7.46,7.42
Dynasty Warriors 6,PS3,6.99,7.46,6.53
Vampire: The Masquerade - Coteries of New York,PS4,7.34,7.46,7.23
Madden NFL 08,PS3,7.76,7.46,8.07
Blade & Soul,PC,7.12,7.46,6.77
Sentinels of the Multiverse,Android,7.49,7.46,7.53
Travis Strikes Again: No More Heroes,Switch,7.08,7.46,6.71
Mind Zero,PS Vita,6.84,7.46,6.22
Wasteland 2: Director's Cut,Xbox One,7.72,7.46,7.98
Blacksad: Under the Skin,PS4,6.84,7.46,6.22
Pocket Rumble,Switch,7.52,7.45,7.59
Velvet Assassin,Xbox 360,6.56,7.45,5.66
Stellaris: Console Edition,Xbox One,7.70,7.45,7.95
VoxelMaker,Wii U,6.89,7.45,6.33
